0,12388489,850,2018,False
1,90921258,941,2019,False
2,26142945,412,2019,True
3,15413418,909,2018,True
4,75865775,367,2022,True
5,33703795,338,2022,True
6,15626209,614,2021,True
7,45428862,444,2020,True
8,91367545,254,2021,True
9,65935209,348,2019,False
10,40461359,409,2021,True
11,14997989,1107,2018,False
12,67843274,37,2022,True
13,60801920,955,2021,True
14,21357009,623,2017,True
15,35547164,373,2017,True
16,29535887,730,2022,True
17,25150407,318,2019,True
18,68831790,20,2018,True
19,61296209,530,2018,True
20,47590325,760,2020,True
21,91221222,285,2018,True
22,48950759,616,2020,False
23,42943153,119,2022,True
24,62896194,861,2021,True
25,81725130,467,2019,True
26,97527298,749,2022,True
27,74742182,225,2019,False
28,93162540,674,2019,True
29,33210365,633,2020,True
30,33337723,874,2018,False
31,45133072,8,2022,False
32,17239565,909,2019,False
33,63369174,954,2018,True
34,43375242,214,2020,True
35,30224686,48,2021,True
36,68974416,703,2018,False
37,75508407,354,2019,True
38,78526633,166,2017,True
39,71191610,231,2020,False
40,63598015,732,2021,False
41,22599259,281,2020,True
42,87378660,113,2018,False
43,23570116,965,2020,True
44,64327029,769,2020,True
45,46094527,271,2022,False
46,29284170,176,2022,False
47,84461909,473,2020,True
48,69103113,338,2017,False
49,23124026,861,2020,True
50,66748270,755,2021,True
51,83168402,448,2020,True
52,68931929,232,2022,True
53,79084193,261,2021,True
54,53225933,896,2021,False
55,64880283,943,2022,False
56,49902507,1140,2019,True
57,66148737,1082,2021,True
58,58233185,531,2021,False
59,42068839,622,2021,False
60,36529785,416,2022,True
61,73843832,260,2022,False
62,52310191,185,2022,True
63,76645487,50,2021,False
64,76795190,777,2019,True
65,79628725,862,2021,False
66,89373091,401,2018,True
67,74060717,532,2019,True
68,66321933,785,2021,True
69,32172004,596,2019,True
70,51788925,556,2021,False
71,16973374,347,2022,True
72,83708490,543,2022,True
73,71349989,280,2019,True
74,36462325,402,2021,True
75,92459389,19,2020,True
76,18233052,593,2020,False
77,29502439,872,2019,False
78,76135386,595,2020,True
79,56014817,659,2017,True
80,80612723,794,2019,False
81,18004877,466,2021,False
82,12596579,959,2020,True
83,50064502,951,2017,False
84,61970774,282,2022,False
85,51198519,404,2021,True
86,51312656,103,2017,True
87,32013731,1121,2020,True
88,32316171,403,2020,False
89,87608492,886,2019,True
90,69686969,129,2020,True
91,81337254,519,2021,True
92,94969736,380,2017,False
93,66261874,405,2020,True
94,16947483,511,2021,True
95,80758576,877,2020,True
96,19790259,840,2022,True
97,71132887,328,2017,False
98,19846607,383,2017,True
99,94920726,417,2021,True
100,77103234,1060,2020,True
101,42802124,147,2017,True
102,45174376,10,2019,True
103,74027091,230,2017,False
104,18035597,751,2022,False
105,40695784,404,2019,False
106,85484309,9,2022,False
107,61859065,692,2022,True
108,46066318,290,2020,True
109,78221576,29,2018,True
110,40593304,510,2022,True
111,66004714,614,2019,True
112,98062436,866,2017,True
113,76902994,919,2022,True
114,85528329,93,2021,True
115,12722262,821,2017,True
116,27382110,870,2022,False
117,97881179,1087,2018,True
118,52832750,553,2019,True
119,39096520,325,2019,False
120,65812772,794,2022,True
121,55794933,892,2020,True
122,51424473,734,2020,True
123,73698012,470,2017,True
124,54784648,691,2022,True
125,92503638,951,2017,True
126,86164768,493,2021,False
127,89987637,697,2019,True
128,22241379,79,2020,True
129,69195401,451,2022,True
130,18774569,703,2020,False
131,40667656,1097,2022,True
132,52026369,899,2017,True
133,64495134,112,2022,True
134,29616394,440,2021,True
135,98038134,1093,2018,False
136,37814454,1102,2018,True
137,23958156,941,2019,False
138,84758333,669,2021,True
139,57849397,1042,2020,True
140,53652220,421,2019,True
141,75504332,355,2022,True
142,48387657,829,2022,True
143,97508673,48,2020,True
144,46816651,505,2018,True
145,29919535,490,2017,True
146,36301944,407,2021,False
147,99634559,438,2018,True
148,44160957,318,2021,True
149,77462930,212,2019,True
150,91111573,634,2020,False
151,20553994,500,2020,False
152,72680309,580,2021,False
153,19646560,628,2022,False
154,75572282,214,2017,True
155,61746767,632,2021,True
156,52875091,969,2022,True
157,29561008,1097,2022,True
158,63166843,900,2022,True
159,18310570,961,2017,False
160,18466501,24,2019,True
161,52473298,253,2022,True
162,39786806,466,2019,False
163,34829702,369,2022,False
164,82671380,960,2019,True
165,79760548,678,2020,False
166,52652446,999,2018,True
167,39000716,927,2019,False
168,28079135,196,2019,True
169,11599030,0,2017,True
170,80175042,383,2020,True
171,91692447,341,2022,True
172,92696409,971,2021,True
173,47731936,1066,2021,True
174,73487326,89,2021,False
175,91911608,166,2017,True
176,90116508,944,2020,True
177,63453071,68,2021,False
178,24993516,585,2021,True
179,29651382,638,2019,True
180,83790698,668,2021,True
181,25238118,97,2019,True
182,84861261,131,2017,True
183,46884412,523,2019,False
184,19758690,869,2017,True
185,77240124,197,2021,False
186,68475836,669,2022,True
187,47554324,535,2020,True
